1,level,translation
1,hello,안녕하세요
1,it,그것
1,is,이다
1,nice,멋진
1,to,한 것
1,meet,만나다
1,you,당신을
1,too,마찬가지로
1,what,무엇
1,your,당신의
1,name,이름
1,my,나의
1,Kim,김
1,Jack,잭
2,where,어디
2,do,하다
2,live,살다
2,good,좋은
2,morning,아침
2,evening,저녁
2,thank,감사합니다
2,very,매우
2,much,많이
2,thanks,감사합니다
2,a,한
2,lot,많음
2,a lot,많이
2,I,나는
3,in,에
3,New York,뉴욕
3,usually,보통
3,stay,머무르다
3,Los Angeles,로스앤젤레스
3,but,하지만
3,now,지금
3,also,또한
3,how,얼마나
3,old,나이
3,are,이다
3,I am,저는 …입니다
3,twenty,이십
3,three,삼
4,years,년
4,next,다음
4,month,달
4,will,...일 것 이다
4,be,되다
4,two,둘
4,fine,좋은
4,and,그리고
4,not,아니다
4,so,너무
4,happened,일어나다
4,did,했다
4,sleep,자다
4,enough,충분히
5,last,지난
5,night,밤
5,why,왜
5,that,그것은
5,really,정말로
5,know,알다
5,feel,느끼다
5,sit,앉다
5,on,에
5,the,그
5,chair,의자
5,bed,침대
5,stand,서다
5,room,방
6,listen,듣다
6,music,음악
6,watch,시계
6,movie,영화
6,work,일
6,garden,정원
6,make,만들다
6,homework,숙제
6,read,읽다
6,book,책
6,hear,듣다
6,sound,소리
6,cold,차가운
6,we,우리
7,learn,배우다
7,English,영어
7,language,언어
7,he,그
7,looks,보다
7,at,에
7,me,나를
7,father,아빠
7,eats,먹다
7,food,음식
7,see,보다
7,cloud,구름
7,sky,하늘
7,hear,듣다
8,baby,아기
8,cries,울다
8,she,그녀
8,angry,화내다
8,with,함께
8,want,원하다
8,go,가다
8,home,집
8,cleans,치우다
8,think,생각하다
8,about,...에 대하여
8,here,여기
8,tomorrow,내일
8,teacher,선생님
9,student,학생
9,teachers,선생님들
9,students,학생들
9,they,그들
9,dog,개
9,cat,고양이
9,give,주다
9,ball,공
9,back,뒤로
9,him,그를
9,gives,주다
9,them,그들을
9,us,우리들
9,this,이것
10,his,그의
10,our,우리의
10,their,그들의
10,who,누구
10,sister,여동생
10,believe,믿다
10,can,...할 수 있다
10,does,하다
10,cost,비용
10,many,많은
10,people,사람들
10,club,클럽
10,when,언제
10,again,다시
11,party,파티
11,friend's,친구의
11,house,집
11,time,시간
11,starts,시작하다
11,nine,구
11,oclock,시
11,okay,네
11,let,하자
11,eight,여덟
11,thirty,삼십
11,should,...해야한다
11,bring,가져오다
11,something,어떤 것
12,need,필요하다
12,friend,친구의
12,arrange,정리하다
12,everything,모든것
12,bye,안녕(작별인사)
12,then,그리고
12,beautiful,아름다운
12,tree,나무
12,worm,지렁이
12,ugly,못생긴
12,car,차가운
12,fast,빠른
12,walk,걷다
12,slow,느린
13,tasty,맛보다
13,orange,오렌지
13,kid,아기
13,careful,주의깊은
13,of,의자
13,bad,나쁜
13,weather,날씨
13,today,오늘
13,hot,더운
13,drink,마시다
13,water,물
13,please,제발
13,excuse,변명하다
13,get,되다
14,bangkok,방콕
14,bank,은행
14,just,그냥
14,turn,돌다
14,left,왼쪽
14,there,그곳
14,take,가지다
14,right,오른쪽
14,banks,은행
14,opening,열다
14,hours,시간
14,sure,물론
14,ok,네
14,welcome,환영합니다
15,have,가지다
15,day,날짜
15,try,노력하다
15,hate,싫어하다
15,anyone,어떤 사람
15,help,돕다
15,hope,바라다
15,likes,좋아하다
15,laugh,웃다
15,lie,거짓말하다
15,like,좋아하다
15,eat,먹다
15,restaurant,식당
15,love,사랑
16,move,이동
16,open,열다
16,door,문
16,plan,계획
16,smell,냄새
16,tell,말하다
16,smile,미소
16,makes,만들다
16,happy,행복한
16,start,시작하다
16,working,일하다
16,stop,멈추다
16,crying,울다
16,talk,말하다
17,if,만약
17,touch,만지다
17,might,아마도 …일것이다
17,burned,태워진
17,understand,이해하다
17,say,말하다
17,come,오다
17,visit,방문하다
17,wait,기다리다
17,until,…까지
17,bit,약간
17,faster,더 빠르게
17,wash,닦다
17,dishes,설거지 그릇
18,every,모든것
18,friday,금요일
18,from,로 부터
18,monday,월요일
18,worry,걱정하다
18,smart,똑똑한
18,boy,남자아이
18,stupid,멍청한
18,wear,입다
18,clean,깨끗한
18,clothes,옷들
18,for,위하여
18,birthday,생일
18,dirty,더러운
19,computer,컴퓨터
19,better,더 좋은
19,than,보다
19,one,하나
19,health,건강한
19,getting,되어가다
19,worse,악화되다
19,easy,쉬운
19,hard,힘든
19,said,말했다
19,choose,선택하다
19,only,오직
19,tomatoes,토마토들
19,has,가지다
20,soft,부드러운
20,hair,머리카락
20,rich,부자
20,important,중요한
20,poor,가난한
20,already,이미
20,difference,차이
20,between,사이
20,wrong,나쁜
20,fat,뚱뚱한
20,skinny,마른
20,mountain,산
20,high,높은
20,fuel,연료
21,level,레벨
21,low,낮은
21,told,말했다
21,buy,사다
21,shirt,셔츠
21,funny,웃긴
21,money,돈
21,glasses,안경
21,train,열차
21,leave,떠나다
21,wants,원하다
21,keys,키들
21,long,긴
21,children,아이들
22,bus,버스
22,minutes,분
22,direct,직접
22,line,라인
22,yes,네
22,eating,먹는
22,depends,의존하다
22,traffic,교통의
22,six,육
22,toilet,양변기
22,tickets,티켓
22,end,끝
22,street,길
22,continue,계속하다
23,straight,직진
23,hundred,백
23,meters,미터
23,light,빛
23,another,또 다른
23,sits,앉다
23,middle,중간
23,road,도로
23,side,옆
23,lives,살다
23,houses,집
23,after,후
23,junction,교차로
23,shop,상점
24,beginning,시작하다
24,hotel,호텔
24,four,넷
24,kilometers,킬로미터
24,outside,외곽
24,city,도시
24,police,경찰
24,man,남자
24,stands,서있다
24,curve,커브
24,save,구하다
24,almost,거의
24,died,죽다
24,saved,구했다
25,spends,소비하다
25,close,닫다
25,check,확인
25,account,계좌
25,enjoy,즐기다
25,being,것
25,finish,끝내다
25,kiss,키스
25,parents,부모님
25,life,인생
25,by,로
25,lock,잠그다
25,before,전에
25,mix,섞는다
26,salad,샐러드
26,anything,무엇이든
26,play,연주
26,wish,소원
26,some,약간
26,taste,맛보다
26,cake,케이크
26,baked,구운
26,travel,여행
26,forest,숲
26,call,전화
26,may,일지 모른다
26,carry,운반
26,bags,가방
27,big,큰
27,l,나
27,small,작은
27,still,여전히
27,way,방법
27,trousers,바지
27,short,짧은
27,these,이들
27,tall,키가 큰
27,woman,여성
27,came,온
27,early,일찍
27,had,가졌다
27,arrive,도착하다
28,late,늦게
28,an,하나의
28,young,어린
28,chance,기회
28,been,되었습니다
28,since,이후
28,saw,보았다
28,child,아이
28,family,가족
28,first,처음으로
28,safety,안전
28,mine,내 것
28,more,더
28,less,적게
29,everyone,모두
29,hiding,숨김
29,behind,뒤에
29,rest,휴식
29,front,앞
29,bigger,더 큰
29,biggest,가장 큰
29,taller,키가 더 큰
29,tallest,키가 가장 큰
29,classroom,교실
29,everest,에베레스트 산
29,higher,더 높은
29,alps,알프스 산맥
29,highest,가장 높은
30,world,세계
30,bicycle,자전거
30,motorbike,오토바이
30,fastest,가장 빠른
30,red,빨강
30,flower,꽃
30,yellow,노란색
30,purple,보라색
30,most,가장
30,person,사람
30,thing,것
30,hi,안녕
30,oh,오
30,look,보다
31,tonight,오늘 밤
31,matt,매트
31,great,훌륭한
31,met,만났다
31,yesterday,어제
31,pity,동정
31,rent,임대
31,never,결코 안된다
31,mind,마음
31,maybe,아마도
31,knows,알다
31,things,것들
31,anyway,어쨌든
31,over,위에
32,free,자유로운
32,join,가입
32,later,나중에
32,no,아니오
32,problem,문제
32,always,항상
32,smiles,미소
32,wanted,원했습니다
32,argue,주장한다
32,sometimes,때때로
32,sad,슬픈
32,dreams,꿈
32,shouting,외침
32,nobody,아무도 없는
33,listening,듣기
33,someone,어떤 사람
33,achieve,성취하다
33,running,달리는
33,through,를 통해
33,head,머리
33,nothing,없는
33,bothering,귀찮게하는
33,thinks,생각한다
33,everybody,모두
33,else,또
33,was,이었다
33,find,발견하다
33,somebody,어떤 사람
34,adults,성인
34,seat,좌석
34,table,테이블
34,available,유효한
34,order,주문
34,breakfast,아침 식사
34,menu,메뉴
34,include,포함하다
34,set,세트
34,fried,튀김
34,egg,달걀
34,or,또는
34,omelett,오믈렛
34,toasts,토스트
35,butter,버터
35,jam,잼
